Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,year,month
Get Back,Meet The Woo 2,Pop Smoke,USUM72002036,3800,21.9,355137565.0,123588.0,10315713.0,64.0,45164581.0,408483.0,"684,467","61,667,693","637,177,334","15,755",7.0,154.0,3.0,"1,969",2.0,"14,235,351","8,123",1086060.0,1,2020,2
Panic Room,Panic Room,Au/Ra,GBARL1702250,3821,21.9,256361762.0,54160.0,11403808.0,63.0,183409458.0,2721404.0,"613,379","49,207,504","298,147,047","78,649",26.0,352.0,12.0,"58,691",,"66,736,932","55,676",747708.0,0,2018,2
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,MXF011900173,3797,21.9,417257612.0,76682.0,17689258.0,62.0,301418451.0,2797161.0,"254,653","14,054,827","219,625,896","11,788,182",71.0,15903.0,30.0,"1,207,372",7.0,"106,581,925","52,833",5980614.0,0,2018,12
Noticed,Noticed,Lil Mosey,USUM71809565,3819,21.9,727014998.0,114135.0,13562882.0,65.0,348078879.0,3056099.0,"9,928","2,804,253","25,640,147","49,905,291",13.0,192.0,16.0,"43,022",1.0,"36,207,229","61,967",1122407.0,1,2018,7
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,USUM71804149,3809,21.9,686323132.0,165691.0,25912755.0,70.0,168225696.0,1829885.0,"148,928","59,068,777","343,926,725","9,688,256",48.0,253.0,7.0,"18,702",2.0,"9,008,346","21,282",964881.0,1,2018,5
Happy Birthday,Happy Birthday,Jovanie,QM4TX1990759,3793,21.9,37866.0,449.0,53427.0,3.0,1855597.0,35730.0,"6,000,000","40,025,187","567,183,479",,,3.0,,,,"15,747",604,60542.0,0,2019,3
The Greatest,The Greatest,Sia,USRC11601332,3812,21.9,669427500.0,66668.0,19682111.0,62.0,864787930.0,6096976.0,"1,407,988","56,322,493","363,488,557","149,246,216",49.0,76.0,35.0,"195,266",30.0,"90,606,690","25,392",,0,2016,1
Ignite,Ignite,Alan Walker,NOG841803010,3815,21.9,339954855.0,61901.0,8272313.0,64.0,669877400.0,6308434.0,"411,372","16,903,913","215,231,253","199,672,186",14.0,7518.0,6.0,"77,388",9.0,"11,727,727","11,943",2570303.0,0,2018,5
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,USAT22105014,3805,21.9,172558590.0,71478.0,11466134.0,53.0,74993454.0,802824.0,"10,524","8,222,888","80,999,687","185,526,045",49.0,26889.0,14.0,"547,022",20.0,"49,183,554","6,310",851112.0,1,2021,8
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,USAT22207312,3814,21.9,80585683.0,16202.0,12738423.0,19.0,88959234.0,770086.0,"20,100","5,242,187","42,977,111","332,784,168",3.0,1144.0,1.0,"4,717",7.0,,,,1,2022,6
Only Fine Girl,Only Fine Girl - Single,Spyro,ZA56E2305137,3816,21.9,2490826.0,513.0,66602.0,,2189347.0,14151.0,"851,300","5,350,656","69,943,676","8,865,887",3.0,627.0,,,,"2,961",,224804.0,0,2023,9
Overwhelmed,Overwhelmed,Royal & the Serpent,USAT22002973,3813,21.9,189175699.0,49325.0,8000164.0,62.0,14575452.0,497747.0,"2,335,837","210,789,823","2,001,548,087",,14.0,22497.0,6.0,"74,359",6.0,"16,754,992","17,139",1456206.0,0,2020,6
Good as Hell,Good As Hell,Lizzo,USAT21600354,3799,21.9,627625151.0,76581.0,23235611.0,66.0,275081528.0,3556731.0,"467,531","128,360,660","1,187,485,509","283,433,005",41.0,313398.0,36.0,"605,881",62.0,"183,082,560","175,834",5017737.0,0,2016,3
Caroline,Caroline,Aminï¿,USCGH1697037,3802,21.9,761038233.0,121158.0,21027698.0,64.0,71245011.0,686801.0,"470,451","28,814,118","131,813,469",,129.0,2299.0,18.0,"61,319",10.0,"262,393,898","433,934",3258289.0,1,2016,3
Adictiva,Adictiva,Daddy Yankee,US2BU1801109,3817,21.9,428271245.0,50261.0,14055347.0,62.0,587689921.0,2696020.0,"352,314","5,880,730","67,856,339","175,065,357",34.0,8014.0,25.0,"158,052",12.0,"81,908,473","7,955",1097094.0,0,2018,11
Kitsch,Kitsch,IVE,QM4TX2337765,3798,21.9,146489854.0,12540.0,4019167.0,64.0,136400964.0,1361854.0,"48,800","32,671,194","293,588,190","565,791,380",16.0,1218.0,1.0,35,25.0,"147,151",161,227734.0,0,2023,3
Rewrite The Stars,Rewrite The Stars,Zac Efron,USAT21704623,3823,21.8,989608207.0,89520.0,20163755.0,67.0,300627390.0,2508271.0,"165,697","21,476,849","205,446,459","1,767,096",42.0,4261.0,10.0,"9,859",3.0,"128,285,057","157,700",1889560.0,0,2017,11
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,USA2P2230222,3836,21.8,541018402.0,37204.0,14531541.0,74.0,35777367.0,911054.0,"198,468","138,278,860","1,096,877,338","54,215,732",32.0,6153.0,4.0,"10,871",10.0,"885,151","1,554",474609.0,0,2022,8
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,USUM72222544,3826,21.8,121721506.0,8049.0,3681766.0,67.0,136014507.0,557809.0,"75,400","5,280,019","78,468,779","7,517,627",10.0,2442.0,1.0,"1,666",6.0,"22,530,956","7,012",426324.0,1,2023,2
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,QMAF31500062,3841,21.8,595564275.0,93643.0,10186393.0,70.0,529533138.0,5465670.0,"242,500","29,092,577","304,569,731","82,405,791",5.0,115.0,6.0,"48,476",22.0,"32,188,584","88,806",1393802.0,0,2017,9
BLEED,BLEED - Single,The Kid LAROI,USSM12300831,3824,21.8,66555473.0,16789.0,14682417.0,,4641915.0,103677.0,933,"1,300,069","14,476,475","140,713,887",19.0,3411.0,19.0,"180,096",8.0,"1,285,617",575,127972.0,0,2023,11
Michi Teyu Ku (Overflowing),ýýýýýýýýýýýýýýý,Fujii Kaze,JPPO02400480,3825,21.8,33845527.0,1766.0,5537845.0,69.0,30645137.0,480941.0,,,,,27.0,468.0,1.0,"9,615",9.0,"8,907",7,109995.0,0,2024,3
Desde Esa Noche,Desde Esa Noche,Thalia,USSD11600005,3845,21.8,322003779.0,25025.0,10799784.0,59.0,1326260675.0,3999448.0,"57,489","13,009,263","77,792,182","205,043,361",27.0,4143.0,19.0,"31,834",26.0,,,1636139.0,0,2016,1
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,SE5R71900201,3839,21.8,763658190.0,99429.0,20117915.0,66.0,155980021.0,1735488.0,"179,239","19,576,729","258,338,520","327,849,531",143.0,88421.0,163.0,"847,295",28.0,"37,623,487","14,921",4054017.0,0,2019,4
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,USSM12004756,3830,21.8,278032053.0,79755.0,13755423.0,63.0,179207995.0,2529783.0,"59,876","18,571,806","170,949,508","80,863,349",58.0,38286.0,21.0,"21,659",12.0,"12,891,509","5,890",1765806.0,1,2020,9
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,INS171806873,3831,21.8,115373265.0,10885.0,2902589.0,60.0,743095293.0,4886076.0,"1,753,000","25,262,021","440,380,121","35,968,264",11.0,994.0,1.0,"1,097",6.0,"717,399",,297728.0,0,2018,9
Do not touch,Do not touch,MISAMO,JPWP02370420,3828,21.8,65157999.0,8260.0,3310476.0,57.0,117612168.0,1609669.0,"33,737","25,965,952","161,449,720","382,084,849",7.0,66.0,1.0,"15,087",1.0,,,121995.0,0,2023,7
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,USWB12004216,3840,21.8,113153819.0,35421.0,6478459.0,65.0,14448833.0,138564.0,"8,063","6,242,856","47,272,619",,21.0,63.0,3.0,"1,596",7.0,"1,376,205","1,855",97523.0,1,2020,10
Ambition For Cash,Ambition For Cash,Key Glock,USUYG1390429,3835,21.8,315336758.0,79303.0,26443727.0,70.0,29058447.0,408335.0,"104,301","108,992,382","1,234,944,902","164,103,568",30.0,5328.0,3.0,"7,312",4.0,"9,860,446","2,531",1286750.0,1,2021,10
En Peligro de Extinciï¿½,En Peligro De Extinciï¿½,La Adictiva,MXA411400084,3832,21.8,310742518.0,20307.0,11542516.0,65.0,811416034.0,2074845.0,"96,574","2,297,779","32,767,411","13,506,591",10.0,3303.0,2.0,"10,405",28.0,"114,192,119","37,293",1171550.0,0,2018,5
ýýýýýý,ýýýýýý,ýýýýýýýýýýýý,JPPO02304150,3834,21.8,46945798.0,4120.0,5907064.0,70.0,50822146.0,474399.0,,,,"298,810,189",24.0,334.0,1.0,"20,798",4.0,,,161457.0,0,2024,1
Be Kind (with Halsey),Manic,Marshmello,USUG12001567,3829,21.8,664972754.0,67417.0,29811087.0,67.0,148754253.0,2371235.0,"154,068","36,829,248","275,420,611","152,714,215",139.0,123485.0,40.0,"340,692",34.0,"50,964,881","14,871",3200345.0,0,2020,1
I GOT YOU,I GOT YOU,TWICE,US5TA2300237,3843,21.8,56463608.0,3500.0,6710198.0,13.0,40744351.0,1252374.0,,,,"1,054,770,067",6.0,1254.0,7.0,"212,210",16.0,,,90979.0,0,2024,2
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,DEA622201528,3822,21.8,131713257.0,43947.0,6669237.0,58.0,33686131.0,355898.0,"33,909","7,289,705","94,823,161","110,208,884",17.0,36564.0,10.0,"891,590",10.0,"4,354",15,638655.0,1,2022,10
CCC,CCC,Michelle Maciel,UYB282379007,3837,21.8,205855278.0,15475.0,4201646.0,67.0,78474072.0,419209.0,"86,628","28,331,408","253,126,168",,12.0,1187.0,10.0,"1,530,824",6.0,"1,804,767","1,588",594542.0,0,2023,5
Dime,Dime,El Malilla,USA2P2420093,3827,21.8,40072883.0,1248.0,57818152.0,75.0,17561285.0,198584.0,,,,"5,028,873",8.0,50.0,5.0,"308,308",29.0,"8,447",5,50238.0,0,2024,4
Electric Love,Candy,Bï¿½ï¿,USUM71416307,3874,21.7,1088889743.0,190953.0,46698179.0,75.0,271796914.0,3319576.0,"218,454","217,514,635","1,412,148,968","2,675,248",91.0,9250.0,19.0,"10,937",27.0,"134,110,319","126,690",3713524.0,0,2014,11
MR. OCTOBER,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,QMFME2364185,3854,21.7,95925842.0,16712.0,10256270.0,,28849994.0,317982.0,,"5,399,176","27,249,793",,4.0,24.0,1.0,"171,943",3.0,"3,655,705",618,77503.0,1,2023,10
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,USUG12401038,3853,21.7,92296736.0,2336.0,7788313.0,,3354991.0,39792.0,,,,,9.0,258.0,4.0,"232,212",38.0,"1,345,834",494,12812.0,0,2024,4
Jee Ni Lagda,Making Memories,Karan Aujla,CAW112300242,3871,21.7,56798458.0,7404.0,1780691.0,62.0,77968183.0,627912.0,"55,000","1,461,040","11,740,158",,9.0,166.0,,,3.0,"33,582",,74830.0,0,2023,8
Nira Ishq,Nira Ishq,Guri,FR10S1963992,3873,21.7,102266938.0,5921.0,739326.0,61.0,531503711.0,4123099.0,"2,640,752","38,869,680","544,172,370","28,218,285",3.0,1.0,,,1.0,,,319625.0,0,2019,2
lo que hay x aquï¿,lo que hay x aquï¿,Rels B,UYB282376006,3868,21.7,223617742.0,28508.0,7355147.0,73.0,57156070.0,432032.0,"13,798","8,059,214","51,766,245","23,908,080",4.0,40.0,3.0,"26,281",5.0,"12,520",60,409658.0,0,2023,3
Los Cachos,Los Cachos - Single,Piso 21,MXF152200437,3858,21.7,281927185.0,27199.0,9782411.0,63.0,158004846.0,605118.0,,,,"364,439,021",11.0,22833.0,18.0,"1,838,124",28.0,"1,173,587",876,685597.0,0,2022,7
Jugnu,Jugnu,Badshah,INUM72100074,3847,21.7,162005746.0,11105.0,3811972.0,61.0,402093763.0,2902624.0,"36,624","4,573,508","74,566,411","5,684,120",15.0,708.0,1.0,509,6.0,"321,200",406,268778.0,0,2021,10
NADIE SABE,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,QMFME2364181,3880,21.7,86588767.0,16215.0,2220706.0,,31617320.0,668926.0,,"506,027","5,482,577","64,083",4.0,67.0,2.0,"113,738",3.0,"1,499,283","1,738",173314.0,1,2023,10
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,USUM71916692,3869,21.7,358055646.0,63452.0,9753180.0,58.0,79428378.0,1309138.0,"573,069","62,330,473","1,038,829,201","5,238,638",29.0,70.0,6.0,"38,755",10.0,"30,040,078","46,674",761157.0,1,2019,8
Fim de Semana no Rio,Fim de Semana no Rio,Teto,BXW922200001,3856,21.7,174165147.0,32542.0,6206794.0,61.0,228106838.0,2216911.0,"18,664","12,238,437","119,676,469","25,110,655",16.0,34.0,13.0,"95,640",4.0,,,50042.0,1,2022,3
Best Time,Larger Than Life,Brent Faiyaz,QZNMY2304784,3883,21.7,149609501.0,17828.0,12635199.0,,3195354.0,64197.0,"16,605","2,439,916","15,160,078","16,358,284",6.0,645.0,3.0,"503,509",1.0,"264,391",351,185310.0,1,2023,10
Hot N*gga,Hot N*gga,Bobby Shmurda,USSM11405787,3851,21.7,491313680.0,122568.0,20199078.0,64.0,1058207974.0,7605627.0,"65,310","42,506,243","300,243,753","209,634,630",70.0,19762.0,21.0,"314,599",17.0,,,4169134.0,1,2014,7
No Sufrirï¿½ï¿½ por Nadie - R,No Sufrirï¿½ï¿½ por Nadie (Re,Joaquin Guiller,QZ5AB2358733,3872,21.7,18550706.0,2537.0,558526.0,50.0,159688005.0,376830.0,"304,800","4,292,828","117,607,339","89,313,707",,6664.0,,,2.0,,,256826.0,0,2023,3
For Tonight,For Tonight,Giveon,USSM12106837,3848,21.7,259405297.0,46330.0,19899069.0,59.0,68379159.0,772098.0,"19,000","11,752,918","71,844,871","128,587,546",49.0,66137.0,37.0,"415,938",8.0,"38,644,659","11,582",1255610.0,0,2021,9
Barely Holdin' On,Barely Holdin' On,Polo G,USSM12305651,3846,21.7,49246411.0,22225.0,4792493.0,59.0,17029916.0,393829.0,"25,015","2,771,742","27,395,460","69,251,418",7.0,1985.0,14.0,"173,920",6.0,"14,681,138","2,843",278504.0,1,2023,8
Lihim,Lihim,Arthur Miguel,PHW012300230,3849,21.7,68411628.0,4215.0,13721864.0,65.0,19337973.0,108046.0,"782,499","25,356,960","297,146,611","11,088,461",4.0,687.0,,,,,,21919.0,0,2023,7
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,USUG12306677,3882,21.7,118707702.0,10228.0,19750632.0,,9538075.0,165711.0,"54,900","6,616,382","76,251,071",,72.0,15098.0,6.0,"434,902",71.0,"6,585,670","11,494",118791.0,0,2023,10
Clara Bow,THE TORTURED POETS DEPARTMENT,Taylor Swift,USUG12401043,3863,21.7,83518075.0,2267.0,5904252.0,,3279453.0,42516.0,,"116,300","981,800",,8.0,260.0,,,32.0,"1,025,521","2,345",19572.0,0,2024,4
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,USRC12300035,3852,21.7,3663303.0,683.0,29671686.0,,438239.0,18824.0,,,,,43.0,92.0,19.0,"1,049,073",65.0,"1,716",9,7961.0,1,2024,6
Quiï¿½ï¿½reme Mientras Se P,Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,QZDYA1800021,3857,21.7,467670966.0,38826.0,10338131.0,66.0,347013964.0,1956639.0,"601,012","26,647,285","306,310,424","9,447,544",26.0,10865.0,21.0,"270,874",17.0,"45,877,581","5,501",918617.0,0,2020,5
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,GBAHS2300402,3878,21.7,68189858.0,14429.0,12456842.0,61.0,15853723.0,71513.0,573,"243,524","4,189,925","74,920,373",44.0,66669.0,19.0,"184,386",11.0,"198,047",36,521658.0,0,2023,6
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,USSD12000059,3860,21.7,439049524.0,57496.0,13084955.0,63.0,378728492.0,2017344.0,"6,706","284,201","1,774,594","11,533,560",44.0,7313.0,13.0,"248,530",10.0,"50,594,664","6,048",568549.0,0,2020,3
Hallelujah,A Pentatonix Christmas,Pentatonix,USRC11601833,3885,21.7,441916342.0,47499.0,20527523.0,55.0,757432448.0,6966709.0,"21,746","4,366,102","26,604,065","62,519,514",96.0,226.0,35.0,"359,611",54.0,"102,648,900","233,691",2127258.0,0,2016,10
March Madness,56 Nights,Future,USSM11507194,3886,21.7,169574765.0,46212.0,10914718.0,61.0,64115813.0,532711.0,"16,172","3,047,870","29,701,332","56,161",72.0,3414.0,4.0,"36,847",14.0,"309,053,851","94,767",1488185.0,1,2015,3
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,QMUY41800271,3875,21.7,433664050.0,78546.0,20739392.0,59.0,235890905.0,2265284.0,"1,037,872","154,355,675","1,344,891,926","15,131,588",126.0,28247.0,55.0,"854,505",39.0,"26,759,367","14,775",4070551.0,0,2018,10
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,USAT21904061,3876,21.7,404692736.0,117843.0,15973142.0,69.0,122850735.0,1344633.0,"139,519","49,418,549","338,188,316","17,583,577",31.0,,5.0,"5,996",3.0,"44,738,515","39,705",846798.0,1,2019,10
STARGAZING,ASTROWORLD,Travis Scott,USSM11806658,3887,21.7,740409304.0,140977.0,21048687.0,70.0,211251366.0,2171021.0,"11,019","5,798,688","50,313,512","1,332,906",50.0,1945.0,17.0,"210,105",12.0,"34,539,181","22,518",1402381.0,1,2018,8
Munch (Feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) -,Ice Spice,CA5KR2269973,3855,21.7,133459011.0,35905.0,9102015.0,60.0,62093393.0,780391.0,"477,380","225,519,563","1,961,457,700","113,265,777",36.0,218.0,6.0,"123,087",13.0,"4,719,609","11,176",689568.0,1,2022,8
If You Want Love,Perception,NF,USUM71708224,3877,21.7,493699616.0,78449.0,16977422.0,65.0,308466086.0,3407408.0,"49,022","7,042,197","43,620,157","1,351,781",15.0,63.0,4.0,"14,200",3.0,"215,181,352","82,897",1344159.0,0,2017,10
Revenge,17,XXXTENTACION,USUYG1156895,3867,21.7,1356969354.0,184465.0,30276013.0,81.0,910676.0,22351.0,"81,626","56,122,006","401,420,595",,7.0,147.0,4.0,"164,055",5.0,"27,265,488","34,655",2258367.0,1,2017,8
White Iverson,White Iverson,Post Malone,USUM71511528,3918,21.6,1135209969.0,158507.0,27779312.0,70.0,40791444.0,313792.0,"11,360","8,227,983","66,145,174",30,115.0,9867.0,28.0,"122,510",25.0,"523,654,002","476,147",4346795.0,1,2013,6
Hola - Remix,Hola (Remix),Dalex,QM9WM1900166,3900,21.6,708615717.0,87957.0,23915679.0,64.0,258358932.0,749483.0,"42,200","5,666,517","62,179,337",1,38.0,12541.0,18.0,"128,629",,"32,110,135","8,030",1526884.0,0,2019,11
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,USUG12401046,3892,21.6,81662552.0,2325.0,7529867.0,,4458555.0,71024.0,,,,"24,022,111",8.0,191.0,1.0,"2,842",21.0,"1,083,938",699,,1,2024,4
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,USRC11703503,3891,21.6,505748520.0,60774.0,17047156.0,64.0,468137682.0,2074706.0,"8,387","368,047","7,107,254","173,549,014",61.0,46787.0,40.0,"461,856",61.0,"135,674,431","62,934",6318285.0,0,2018,1
I Know,I Know,Kanii,USWB12300650,3914,21.6,49939720.0,15725.0,2639765.0,54.0,48845907.0,743713.0,"450,203","228,122,883","1,646,887,640","86,475,705",4.0,178.0,4.0,"129,006",3.0,"232,181","1,034",510234.0,1,2023,3
lost souls,The Melodic Blue,Baby Keem,USSM12107536,3889,21.6,206432478.0,79180.0,9708315.0,64.0,25049879.0,343490.0,54,"30,404","404,172","1,213,122",17.0,,9.0,"27,327",4.0,,,1078453.0,1,2021,9
Hold Me Closer,Diamonds (Deluxe),Elton John,GBUM72205030,3907,21.6,400479389.0,61255.0,53203700.0,68.0,63905136.0,626102.0,"113,328","41,032,520","552,721,460","1,204,205,976",141.0,574448.0,63.0,"1,698,941",94.0,"84,991,422","9,726",3915242.0,0,2017,11
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,BXI8I2100073,3901,21.6,110101642.0,13672.0,3376873.0,50.0,381825698.0,3084540.0,"590,600","81,126,130","1,314,262,368","9,386,301",10.0,1326.0,5.0,"109,859",3.0,,,384085.0,0,2021,6
Girls,Girls - The 2nd Mini Album,aespa,KRA302200097,3923,21.6,115406939.0,11617.0,5520626.0,62.0,267348363.0,3146913.0,"63,600","49,841,018","401,260,794","127,523,080",13.0,1048.0,6.0,"24,059",17.0,"399,110",156,249490.0,0,2022,7
Classic,MKTO,MKTO,USSM11301446,3922,21.6,1350428257.0,172980.0,88942487.0,78.0,343526777.0,3193437.0,"1,578,717","346,266,800","3,172,500,312","4,576,798",73.0,12318.0,37.0,"99,337",7.0,"333,149,072","185,567",5519429.0,0,2012,1
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,GBCFB2100832,3905,21.6,122957173.0,65839.0,15313309.0,58.0,35159391.0,434406.0,"115,114","56,371,535","1,408,619,017","1,484,274",27.0,5136.0,3.0,"92,265",26.0,"1,757,068","1,442",1713873.0,0,2022,2
The Weekend,Ctrl,SZA,USRC11701116,3896,21.6,537523729.0,71149.0,22408790.0,70.0,366197654.0,2942916.0,"25,914","15,414,832","103,430,758","35,299,595",98.0,2678.0,22.0,"145,035",59.0,"211,565,753","226,227",1833030.0,1,2017,6
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,NGA3B2201001,3920,21.6,58523865.0,18165.0,3041519.0,53.0,12161436.0,65390.0,"1,615,764","20,096,339","235,951,162",,40.0,5319.0,4.0,"345,978",30.0,"1,650,148",193,2217236.0,0,2022,5
Stole the Show,Stole the Show,Kygo,SEBGA1500071,3913,21.6,964765127.0,131842.0,38541359.0,70.0,530786123.0,3134158.0,"41,292","9,226,363","69,198,449","32,309,986",124.0,36140.0,90.0,"755,576",25.0,"75,982,646","37,691",12887220.0,0,2015,3
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,USRN12000200,3906,21.6,198942707.0,22915.0,8881878.0,56.0,61690062.0,458819.0,"16,235","2,860,585","30,889,183","199,926,537",43.0,125527.0,6.0,"1,492",28.0,"271,772,464","21,935",993457.0,0,2021,2
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,USSM12305018,3919,21.6,72380469.0,32141.0,3198359.0,63.0,2630153.0,52698.0,"1,049","384,088","4,244,746",,4.0,19.0,2.0,,8.0,"228,994",212,50640.0,1,2023,7
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,USUG11802481,3894,21.6,630863087.0,164540.0,26346726.0,71.0,93297998.0,924489.0,"2,782","830,969","9,867,664","8,322,108",34.0,1753.0,8.0,"45,047",20.0,"8,811,139","20,609",1411636.0,1,2018,11
Beautiful People (Stay High),Beautiful People (Stay High),The Black Keys,USNO12300381,3893,21.6,11742947.0,3009.0,4663533.0,,3396529.0,59923.0,508,,,"85,734,574",22.0,54628.0,14.0,"153,473",41.0,"1,270,316",126,170867.0,0,2024,1
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,QZ9QQ2300794,3908,21.6,159876075.0,8225.0,21015676.0,79.0,36524769.0,320572.0,"3,716","2,060,712","14,846,248","210,170,562",14.0,73.0,13.0,"1,870,957",15.0,"2,435,321","3,305",595774.0,1,2023,10
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,USUG12103119,3909,21.6,289013053.0,32179.0,23070902.0,63.0,256030564.0,6371436.0,"106,500","50,061,756","358,391,850","529,655,205",29.0,279.0,21.0,"214,565",8.0,"800,597","1,062",1479802.0,1,2021,10
Pink Friday Girls,Pink Friday 2,Nicki Minaj,USUM72318696,3897,21.6,63109089.0,9844.0,4936627.0,,8224997.0,155956.0,,,,"109,817,163",6.0,6805.0,7.0,"374,723",1.0,"19,808,951","3,905",232247.0,1,2023,12
Teresa & Maria,Teresa & Maria,alyona alyona,UAEO12300107,3916,21.6,31380070.0,2862.0,2254638.0,73.0,48986579.0,533216.0,,,,"57,002,839",19.0,2869.0,13.0,"250,087",10.0,,,287707.0,0,2024,1
Conversations,Legends Never Die,Juice WRLD,USUG12001896,3904,21.6,407701213.0,93838.0,13263446.0,68.0,151055875.0,1970235.0,"62,617","2,249,162","22,493,087","165,659,936",14.0,10.0,6.0,"61,522",,"27,808,738","22,415",724745.0,1,2020,7
Rake It Up,Rake It Up,Yo Gotti,USSM11705366,3924,21.6,365789171.0,47875.0,14327367.0,58.0,347981506.0,2544004.0,"24,502","12,009,436","75,103,695","150,027,731",75.0,8.0,7.0,"28,364",16.0,"336,119,724","272,010",3844287.0,1,2017,6
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,US2BU2001211,3910,21.6,164788147.0,23301.0,15473906.0,62.0,426336235.0,1881474.0,"20,700","3,047,195","44,074,315","15,887,557",23.0,27670.0,5.0,"14,722",13.0,"20,338,538","8,701",1159159.0,0,2020,12
Sunshine,Sunshine,OneRepublic,USUM72100506,3898,21.6,426609723.0,59377.0,40654330.0,73.0,21063557.0,222445.0,"20,366","7,424,142","85,043,400","107,775,025",58.0,416.0,46.0,"360,130",15.0,"85,107,847","21,991",791789.0,0,2021,11
Walk,Walk/Spin,Kodak Black,USAT22214755,3903,21.6,62323136.0,33941.0,10580136.0,54.0,34075392.0,466729.0,"12,660","2,989,810","25,342,217","26,163,643",6.0,2750.0,1.0,"4,517",,"3,561,732","2,328",288137.0,1,2022,9
9 bis 9,9 bis 9,SIRA,DEKF22300419,3935,21.5,107950388.0,34675.0,5950045.0,66.0,1812251.0,22038.0,"30,050","3,246,009","30,673,708","134,478,578",18.0,15873.0,11.0,"3,411,294",7.0,,,275083.0,0,2023,5
Versace on the Floor,24K Magic,Bruno Mars,USAT21602949,3949,21.5,797648369.0,64011.0,17977153.0,72.0,733721686.0,4991700.0,"200,226","11,637,624","99,524,212","157,272,972",73.0,18787.0,32.0,"689,571",11.0,"93,218,337","92,006",,0,2016,11
Bailando,Bailandome,El Jordan 23,QZFZ72288773,3954,21.5,138986512.0,24359.0,2386279.0,61.0,266765542.0,1330194.0,"89,573","33,563,623","240,950,847","102,272,379",4.0,609.0,1.0,"3,148",,,,410223.0,0,2022,2
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,ZZOPM2342242,3961,21.5,13502324.0,3124.0,10531046.0,42.0,212073431.0,567112.0,"36,441","6,215,572","136,579,723",,1.0,1.0,3.0,"167,042",,"5,297",240,106448.0,0,2023,2
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""",QZDQH1832675,3940,21.5,164007720.0,14849.0,8963601.0,41.0,588981015.0,1697071.0,"8,234","1,704,435","18,781,987","15,664,693",1.0,1712.0,,,8.0,"37,364,914","7,485",491755.0,0,2020,5
