Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,year,month
Believer,Believer,Imagine Dragons,USUM71700626,119,142.2,3006226762.0,335880.0,89243475.0,81.0,4495059988.0,42240881.0,"5,745,117","453,132,709","5,876,458,723","276,194,776",226.0,253782.0,118.0,"1,138,425",71.0,"614,578,695","844,301",21306706.0,0,2017,1
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,USSM12203789,120,141.0,787155930.0,183850.0,58397185.0,77.0,357772653.0,2590835.0,"931,660","95,662,104","836,550,889","3,934,416,606",150.0,463665.0,32.0,"399,388",69.0,"182,315,884","53,326",3534164.0,1,2022,4
I KNOW ?,UTOPIA,Travis Scott,USSM12305012,121,139.5,532605345.0,128534.0,31725858.0,81.0,97958347.0,1237197.0,"322,900","108,595,670","947,194,801","259,363,238",46.0,107637.0,33.0,"1,423,258",40.0,"6,334,599","8,712",1861958.0,1,2023,7
ANDO,ANDO,Jere Klein,QMDA72363047,122,139.0,292789738.0,28591.0,30905957.0,72.0,406307035.0,809942.0,"1,900,606","68,341,852","872,862,858","1,969,191,415",11.0,1754.0,15.0,"8,391,160",1.0,"764,473","5,168",1195337.0,1,2023,9
First Class,First Class,Jack Harlow,USAT22203024,123,138.6,818858244.0,223609.0,49586777.0,71.0,231229581.0,2756840.0,"1,610,614","624,748,318","6,890,780,336","3,849,170,813",148.0,666615.0,37.0,"759,989",77.0,"117,451,442","40,907",4244972.0,1,2022,4
FE!N,UTOPIA,Travis Scott,USSM12305010,124,137.8,659010786.0,129923.0,93969186.0,86.0,125203447.0,1990342.0,"22,100","13,787,343","107,398,826","244,390,161",87.0,37314.0,46.0,"2,137,898",38.0,"3,029,375","6,510",1839283.0,1,2023,7
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,USUM72206227,127,136.2,1607421145.0,212406.0,160444270.0,83.0,409785349.0,3326477.0,"247,865","155,593,087","1,825,552,705","2,563,240,162",267.0,523907.0,111.0,"4,754,372",75.0,"152,770,142","49,622",9091826.0,0,2022,5
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,USUG12305253,128,136.2,438796949.0,23959.0,34805394.0,78.0,509727241.0,2202866.0,"1,223,804","46,080,266","782,582,119","1,337,889,706",56.0,60758.0,29.0,"3,457,921",38.0,"38,214,505","9,932",865444.0,0,2023,8
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,USQX92003025,130,133.0,1867736006.0,302486.0,82611625.0,76.0,747126783.0,10795292.0,"2,467,227","160,756,733","1,768,836,179","2,069,527,154",329.0,931316.0,273.0,"3,821,598",85.0,"240,562,062","131,540",10228436.0,1,2020,7
Dynamite,Dynamite,BTS,QM7282022872,131,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,62311179.0,"3,098,499","662,794,945","5,063,720,138","2,199,001,119",323.0,351169.0,355.0,"1,888,088",98.0,,,7896781.0,0,2020,8
Someone You Loved,Breach,Lewis Capaldi,DEUM71807062,133,129.7,3427498835.0,338763.0,160553919.0,82.0,2153701892.0,20891433.0,"1,940,473","212,007,614","2,161,032,034","2,333,853,734",408.0,600211.0,502.0,"4,834,088",110.0,"427,212,257","357,540",29266297.0,0,2018,11
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,USQX92302824,134,129.6,230849195.0,23091.0,12233221.0,64.0,363082908.0,5135848.0,"4,897,595","104,580,759","1,551,501,289","150,614,267",49.0,24103.0,25.0,"319,914",33.0,"23,525,446","4,705",623446.0,0,2023,5
Made You Look,Takin' It Back,Meghan Trainor,USSM12204574,135,129.5,720720922.0,74295.0,89509926.0,77.0,221078988.0,2557839.0,"4,687,520","1,252,326,407","15,247,253,457","718,932,832",108.0,412680.0,43.0,"1,491,347",59.0,"81,828,913","36,462",3086624.0,0,2022,10
vampire,vampire,Olivia Rodrigo,USUG12304091,138,128.9,998964097.0,90793.0,87801398.0,18.0,113450524.0,2108657.0,"394,640","152,624,014","1,448,207,880","1,111,017,294",173.0,161513.0,61.0,"5,239,925",128.0,"28,318,435","67,590",4872257.0,1,2023,6
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,BCAEW2400001,139,128.5,37157630.0,2052.0,30387641.0,74.0,63418833.0,427441.0,"1,600,000","853,176","8,850,449","149,589,609",11.0,190.0,32.0,"8,460,458",11.0,,,42895.0,0,2024,3
People,People - Single,Libianca,QZTB52268087,141,127.8,631955547.0,121823.0,45030006.0,74.0,305998382.0,2647341.0,"3,168,854","243,797,561","3,233,505,931","704,906,130",145.0,122781.0,74.0,"1,217,657",54.0,"9,017,480","11,289",6121126.0,1,2022,12
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,TCAIA2495220,143,127.3,94635338.0,10537.0,11716074.0,,944314.0,17943.0,"1,300,000","182,937,084","1,542,242,100",,13.0,,,,8.0,"684,557","1,079",1597467.0,1,2024,3
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,UKWLG2400013,144,126.9,114574238.0,10564.0,180987712.0,84.0,9134225.0,124326.0,"299,000","4,419,373","79,796,400","3,117,914",87.0,86814.0,128.0,"35,099,280",133.0,"4,503,872",442,,0,2024,4
La Bachata,La Bachata,Manuel Turizo,QZDYA1800087,146,126.2,1721045197.0,156941.0,97122096.0,81.0,798827877.0,3379928.0,"1,614,275","209,367,923","2,596,777,974","420,585,933",142.0,152522.0,97.0,"8,709,032",133.0,"47,203,290","19,769",4817885.0,0,2022,5
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,FRX282306294,147,125.4,8028757.0,1972.0,488653.0,44.0,48533758.0,399664.0,"8,800,000","256,186,613","3,985,974,550","6,879,573",1.0,373.0,,,,,,220198.0,0,2023,4
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,USUM72102636,148,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,10280320.0,"1,404,274","502,778,982","4,702,037,810","2,889,452,237",348.0,569287.0,342.0,"2,587,713",90.0,"92,111,798","90,598",7848760.0,1,2021,3
Don't Start Now,Don't Start Now,Dua Lipa,GBAHT1901121,149,124.6,2607121959.0,270230.0,143953432.0,78.0,1201600884.0,10239198.0,"4,725,570","414,013,363","3,535,661,993","2,374,637,534",581.0,999941.0,632.0,"4,254,903",118.0,"313,923,242","99,949",13421701.0,0,2019,10
Lucid Dreams,Lucid Dreams,Juice WRLD,USUG11800685,150,123.9,2548389305.0,339306.0,75858140.0,78.0,987143411.0,9384427.0,"1,900,813","44,442,433","338,071,383","274,498,079",153.0,69562.0,54.0,"442,640",36.0,"259,400,789","552,552",9308937.0,1,2018,5
PROVENZA,PROVENZA,KAROL G,USUM72205906,151,123.8,1185929926.0,103026.0,64847502.0,76.0,1229843060.0,5870729.0,"1,300,337","251,445,963","2,829,294,043","763,687,717",115.0,130158.0,75.0,"7,349,218",90.0,"92,136,339","29,371",3397861.0,0,2022,4
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,USAT22005111,152,123.4,1325725696.0,171255.0,53040559.0,72.0,1329826741.0,15965491.0,"8,470,921","1,183,499,351","9,539,547,626","181,452,145",222.0,91249.0,94.0,"249,116",50.0,"184,950,173","397,731",4618794.0,1,2020,8
SPOT!,SPOT!,ZICO,USA2P2421932,153,122.8,77757035.0,3407.0,35428519.0,81.0,100148771.0,2531168.0,"99,900","46,645,177","366,905,484","24,981,456",27.0,1861.0,2.0,"151,901",20.0,"63,300",98,173263.0,0,2024,4
Family Matters,Family Matters,Drake,USUG12402984,154,122.7,72335127.0,8696.0,36774031.0,86.0,41492122.0,1034563.0,,,,"166,330,702",38.0,1488.0,16.0,"1,504,365",60.0,"3,065,493","2,302",283217.0,1,2024,5
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,USA2P2330093,156,122.4,1673557134.0,54950.0,91343768.0,80.0,397523735.0,10125293.0,"341,522","114,990,786","761,760,624","1,800,517,153",86.0,23714.0,54.0,"5,286,388",56.0,"6,442,882","4,352",2310409.0,1,2023,7
Last Night,3 Songs At A Time Sampler,Morgan Wallen,USUG12300802,157,121.9,922010059.0,107189.0,61174155.0,79.0,141852059.0,567295.0,"285,414","61,112,010","811,685,466","182,412,108",106.0,18364.0,7.0,"33,712",38.0,"307,115,852","200,650",2665347.0,1,2023,1
Bad Habits,#NAME?,Ed Sheeran,GBAHS2100318,159,120.8,1754311538.0,271758.0,62218811.0,74.0,958790883.0,7686994.0,"1,036,355","225,139,300","2,658,904,267","3,526,952,174",454.0,1347725.0,352.0,"7,318,680",136.0,"269,834,154","88,143",15886717.0,0,2020,1
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,USUG12305257,160,120.7,850810162.0,56104.0,79334561.0,82.0,258553384.0,1174349.0,"1,167,300","58,820,722","717,259,721","590,681,204",72.0,39951.0,57.0,"7,146,260",83.0,"32,210,732","12,492",1537093.0,1,2023,8
Leave The Door Open,Leave The Door Open,Bruno Mars,USAT22100906,161,120.1,1312168384.0,248793.0,50068571.0,75.0,993324548.0,9537455.0,"1,503,567","369,280,607","3,350,704,343","2,421,128,623",308.0,557867.0,120.0,"1,553,392",103.0,"149,304,590","91,366",10288388.0,0,2021,3
good 4 u,good 4 u,Olivia Rodrigo,USUG12101245,163,117.8,2167768056.0,309421.0,72787213.0,79.0,773591065.0,11098007.0,"1,893,481","1,080,682,523","8,186,754,429","2,285,796,743",355.0,4835.0,98.0,"1,610,293",102.0,"119,030,447","170,032",,1,2021,5
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,USUM71900764,164,117.7,2516804300.0,296739.0,113315017.0,76.0,1779243626.0,26239833.0,"3,774,645","177,247,662","1,409,756,969","2,066,888,119",432.0,353076.0,258.0,"3,123,258",174.0,"229,833,113","534,958",18994040.0,0,2019,3
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,USUM71911283,165,117.6,2738293818.0,251033.0,108433327.0,74.0,2372399124.0,26919886.0,"5,815,851","140,938,643","1,859,977,153","2,305,437,038",380.0,531893.0,570.0,"2,693,006",89.0,"337,815,285","426,555",15254141.0,0,2018,5
DESPECHï¿,DESPECHï¿,ROSALï¿½,USSM12207207,166,116.9,1003487432.0,126402.0,88024543.0,73.0,621874255.0,2859234.0,"2,409,247","476,447,290","6,208,638,113","672,233,681",152.0,175614.0,105.0,"6,388,819",97.0,"40,988,020","6,129",3205234.0,1,2022,7
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,USUM72007941,167,116.7,1638836101.0,272933.0,50425049.0,70.0,1170441361.0,13667470.0,"5,241,838","364,560,431","3,869,815,694","201,859,518",216.0,298661.0,98.0,"1,699,879",47.0,"245,618,280","272,002",7646337.0,1,2020,4
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,GBAHS2201304,168,116.6,372423476.0,44730.0,21933393.0,71.0,131308671.0,1074684.0,"1,102,985","38,959,591","830,123,390","961,201,576",132.0,644972.0,32.0,"1,018,314",68.0,"40,613,139","6,969",2886987.0,0,2023,3
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,USWB12304903,169,116.5,630373315.0,70400.0,105320547.0,84.0,50938569.0,246731.0,"215,433","70,110,809","586,454,750","207,483,261",95.0,83414.0,47.0,"9,094,602",112.0,"147,144,967","33,058",1673932.0,0,2023,8
Circles,Circles,Post Malone,USUM71915699,170,116.0,2481391466.0,332437.0,124491320.0,80.0,1116323669.0,8490012.0,"83,111","26,892,604","273,522,601","841,624,305",355.0,1015731.0,311.0,"1,603,280",69.0,"448,494,186","212,174",13634519.0,0,2019,8
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,DGA062382895,171,115.9,474590289.0,24891.0,25915889.0,78.0,577930708.0,1569516.0,"136,500","32,754,141","509,287,649","1,484,713,132",27.0,15783.0,22.0,"2,762,020",27.0,"44,676,754","9,094",1173817.0,0,2023,8
About Damn Time,About Damn Time,Lizzo,USAT22202139,172,115.6,847025688.0,104052.0,47808065.0,66.0,106024874.0,1080393.0,"3,030,761","1,522,267,606","15,665,483,220","22,274,346",215.0,1024138.0,143.0,"1,456,203",4.0,,,5445721.0,1,2022,4
Closer,Closer,The Chainsmokers,USQX91601347,173,114.6,2880536961.0,285381.0,129399627.0,80.0,4086121880.0,22091228.0,"1,103,074","100,536,756","514,053,404","467,800,052",385.0,316965.0,284.0,"838,570",78.0,"819,509,308","739,296",16185008.0,0,2016,7
FLOWER,ME,JISOO,KRA402300002,174,114.3,440364356.0,26107.0,15314737.0,70.0,525156884.0,10820829.0,"3,411,209","550,993,898","6,724,997,940","68,869,541",33.0,11830.0,6.0,"26,844",35.0,"1,335,366","3,263",1058579.0,0,2023,3
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,QMFME2364199,175,114.2,689181455.0,61138.0,90492257.0,83.0,183381482.0,738123.0,"213,300","49,332,435","487,440,417","546,833,520",67.0,32507.0,51.0,"13,729,294",44.0,"14,039,085","3,684",930098.0,1,2023,10
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,USUG12306085,176,113.2,372248119.0,68037.0,44498005.0,,86580734.0,1106306.0,"77,600","20,713,030","128,182,068","384,403,788",53.0,44112.0,13.0,"481,832",39.0,"19,029,194","36,347",2131059.0,1,2023,10
Havana (feat. Young Thug),Havana,Camila Cabello,USSM11706905,177,112.8,2072182782.0,194332.0,86159672.0,75.0,3952909529.0,32333846.0,"1,314,091","53,911,465","546,650,805","2,137,655,536",342.0,175317.0,541.0,"1,593,590",95.0,"455,553,499","772,600",16095913.0,0,2017,8
LUNA,FERXXOCALIPSIS,Feid,USUM72318216,178,112.6,606124553.0,40628.0,139802900.0,86.0,166363445.0,1019744.0,"14,519","5,128,004","29,601,244","476,273,095",80.0,51631.0,64.0,"14,011,480",31.0,"1,550,124","1,179",1704574.0,0,2023,12
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,USUM72208023,179,112.5,827950825.0,118965.0,64661540.0,73.0,299001099.0,2751490.0,"172,228","118,133,115","1,359,837,461","3,624,466,116",83.0,761996.0,43.0,"3,276,564",70.0,"150,508,004","31,988",3384275.0,1,2022,6
Bones,Bones,Imagine Dragons,USUM72201759,180,112.0,1227475431.0,180053.0,70861210.0,78.0,584854654.0,6691488.0,"341,199","191,133,207","2,255,843,288","3,064,084,870",94.0,305868.0,47.0,"1,718,874",67.0,"124,506,820","66,190",7031981.0,0,2022,3
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,USSD12300400,182,111.8,571366508.0,32236.0,42828677.0,79.0,475200526.0,1369288.0,,,,"1,602,673,476",50.0,38691.0,60.0,"10,199,675",29.0,"35,912,217","8,715",1703294.0,1,2023,8
Selfish,Selfish,Justin Timberlake,USRC12400001,181,111.8,92932220.0,8847.0,31258778.0,,42581931.0,513055.0,,,,"1,607,922,581",73.0,232736.0,75.0,"12,673,906",43.0,"28,794,637","6,080",1440935.0,0,2024,1
golden hour,golden hour,JVKE,GBKPL2204171,183,111.4,1126986320.0,200887.0,45885823.0,73.0,293553015.0,5388022.0,"461,623","313,934,124","2,305,840,359","2,451,087,344",77.0,148360.0,22.0,"379,311",35.0,"32,611,885","64,225",3897680.0,0,2022,7
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,GBAHT2000942,184,111.3,2074721986.0,255296.0,109442317.0,77.0,1665434424.0,15432964.0,"858,364","324,510,578","2,649,555,956","4,124,133,645",388.0,476547.0,250.0,"2,098,761",46.0,"188,728,577","98,317",7948325.0,0,2020,3
Get It Sexyy,Get It Sexyy,Sexyy Red,QZSYP2454435,185,111.1,89362910.0,7377.0,70714216.0,84.0,37676729.0,525264.0,"361,700","71,058,620","476,545,000","126,493,852",52.0,52534.0,4.0,"57,534",58.0,"10,234,988","14,251",514293.0,1,2024,3
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,USWD12328242,186,110.9,26674909.0,2673.0,8562091.0,19.0,7863539.0,84565.0,"4,304,279","50,776,319","709,276,580","300,010",36.0,214.0,4.0,"81,296",20.0,"1,639,744","2,942",87704.0,0,2023,10
IDGAF (feat. Yeat),For All The Dogs,Drake,USUG12306072,187,110.8,406875019.0,85930.0,45178662.0,,39850191.0,427973.0,"1,225","2,163,852","22,689,637","11,148,894",29.0,4395.0,16.0,"435,466",29.0,"1,498,994","6,021",964984.0,1,2023,10
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,QM6MZ2214888,188,110.7,1421763497.0,152592.0,62313059.0,78.0,945857087.0,5587691.0,"179,400","14,518,451","225,142,753","171,156,518",91.0,72953.0,42.0,"6,938,988",49.0,"57,148,186","17,651",3087489.0,0,2022,5
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,USSM11914962,189,110.2,1237874594.0,276882.0,51153940.0,67.0,2430804498.0,12334565.0,"584,648","77,631,196","964,755,757","430,690,809",187.0,7602.0,95.0,"487,631",32.0,"222,732,085","88,462",5329382.0,1,2020,1
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,QMDA62217995,190,110.1,804925777.0,128247.0,62532855.0,75.0,175393116.0,1729347.0,"935,169","362,063,344","3,209,982,240","841,611,064",138.0,400246.0,65.0,"8,982,560",66.0,"21,279,325","11,614",6548714.0,1,2022,10
Stargazing,Stargazing,Myles Smith,GBARL2400510,191,109.8,106599323.0,9406.0,164949597.0,87.0,10331471.0,167936.0,,"279,000","4,700,000","38,232,470",120.0,11172.0,93.0,"14,817,504",109.0,"3,667,355",548,,0,2024,5
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,USUG12204897,192,109.7,971473231.0,239671.0,77479207.0,78.0,198796965.0,2003253.0,"803,500","85,725,313","926,300,276","327,806,846",110.0,1041.0,18.0,"314,003",57.0,"50,899,547","48,037",3142892.0,1,2022,6
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,USUM72013339,193,109.5,1125681368.0,251023.0,32574699.0,72.0,306628096.0,3322075.0,"5,487,112","345,484,397","2,775,640,343","258,709,304",119.0,372838.0,21.0,"94,686",22.0,"224,742,683","79,225",3908069.0,1,2020,7
Memories,Memories,Maroon 5,USUM71913350,194,109.3,2011072164.0,222804.0,49920599.0,77.0,1290292327.0,11720744.0,"2,377,898","155,233,360","1,458,416,059","2,403,585,054",268.0,765565.0,445.0,"1,033,541",50.0,"403,824,864","253,642",14241952.0,0,2019,9
Classy 101,Classy 101,Feid,USUM72304895,195,109.1,872148396.0,90726.0,70485920.0,78.0,477047694.0,1887642.0,"459,540","102,272,836","1,113,541,743","1,850,185,458",94.0,46835.0,50.0,"12,249,404",55.0,"11,049,774","3,399",1625704.0,1,2023,3
Whatever,Whatever,Kygo,USRC12302637,196,109.0,222354971.0,17551.0,159961203.0,83.0,45439562.0,522558.0,,,,"1,880,782,257",111.0,191358.0,171.0,"32,320,584",109.0,"10,225,886",568,1421900.0,0,2024,1
Whatever She Wants,Whatever She Wants,Bryson Tiller,USRC12400299,197,108.4,207093873.0,23181.0,114051028.0,87.0,19787472.0,254004.0,"67,400","22,398,663","298,300,000","320,540,886",61.0,5477.0,31.0,"1,483,573",65.0,"6,895,257","6,101",,1,2024,2
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,DEA622301801,198,107.8,361517395.0,119783.0,95312340.0,80.0,37192341.0,491577.0,"13,334","1,804,060","35,999,853","3,117,914",56.0,56118.0,52.0,"4,459,149",23.0,,,4372188.0,0,2023,8
"yes, and?","yes, and?",Ariana Grande,USUM72400048,199,107.5,416813996.0,22468.0,101875097.0,,115105080.0,2893111.0,"77,900","5,912,130","10,072,539","2,382,932,899",106.0,79382.0,87.0,"6,747,701",92.0,"3,441,709","3,255",1028262.0,1,2024,1
Without Me,Without Me,Halsey,USUM71813499,200,107.4,2042792456.0,198888.0,69311277.0,75.0,2018089906.0,20528541.0,"3,897,257","208,270,183","2,216,715,741","2,352,917,415",180.0,320792.0,69.0,"646,681",89.0,"562,568,504","360,183",14816076.0,1,2018,10
meet the grahams,meet the grahams,Kendrick Lamar,USUG12400909,201,107.3,65520394.0,8933.0,15896982.0,,36834647.0,1700363.0,,"1,542,400","7,700,000","127,419,599",13.0,275.0,7.0,"397,856",22.0,"1,062,564","2,314",185009.0,1,2024,5
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,USUG12306071,202,107.1,328526298.0,72252.0,68612350.0,,61769035.0,1228629.0,859,"267,545","2,571,188","1,488,182,707",54.0,99793.0,19.0,"2,797,550",49.0,"28,093,871","6,623",1198582.0,1,2023,10
Shallow,Shallow,Lady Gaga,USUM71813192,204,106.9,2447973078.0,221822.0,90174192.0,78.0,2732311956.0,15274815.0,"52,698","11,103,476","168,789,459","2,310,840,501",261.0,228874.0,158.0,"1,551,217",95.0,"387,105,091","651,760",153863.0,0,2018,9
Thunder,Thunder,Imagine Dragons,USUM71704167,203,106.9,2384768901.0,244951.0,88329475.0,79.0,2707166590.0,16780231.0,"1,839,173","79,131,934","906,537,912","222,980,374",225.0,273249.0,226.0,"1,148,532",43.0,"688,060,560","1,104,391",13844050.0,0,2017,4
Rush,Rush,Ayra Starr,NGA3B2216004,205,106.4,371886608.0,98009.0,19411516.0,67.0,361174452.0,1904397.0,"3,035,139","98,505,939","1,454,848,289","269,311,214",162.0,85871.0,47.0,"2,772,886",67.0,"10,681,624","3,972",8870769.0,0,2022,9
abcdefu,abcdefu,GAYLE,USAT22103652,206,106.2,1128273165.0,193857.0,61311826.0,70.0,499895662.0,6801671.0,"2,167,302","1,127,247,971","12,414,681,151","3,366,280,433",209.0,470778.0,79.0,"4,946,332",45.0,"154,675,499","105,068",7565502.0,1,2021,8
Buga,Buga,Kizz Daniel,USUYG1425645,208,105.8,86516910.0,30835.0,3440925.0,57.0,266679537.0,1536035.0,"10,289,181","119,876,546","1,872,751,535","29,657,775",51.0,13698.0,9.0,"580,760",19.0,"7,380,862","2,596",3876226.0,0,2022,5
Bad Habit,Bad Habit,Steve Lacy,USRC12201440,207,105.8,1087938471.0,220515.0,63054597.0,73.0,147472695.0,2050299.0,"902,163","360,938,850","2,783,442,788","2,111,662,944",132.0,2962.0,69.0,"3,999,785",58.0,"13,639,179","45,788",4118983.0,1,2022,6
MONEY,LALISA,LISA,KRA402100099,210,105.5,1189335848.0,103236.0,33637835.0,73.0,1323718887.0,20328622.0,"3,707,867","1,292,738,947","12,516,703,531","1,203,702,704",54.0,29685.0,29.0,"484,446",25.0,"4,765,438","18,921",3720737.0,1,2021,9
Columbia,Columbia,Quevedo,BK4DA2310533,209,105.5,721002940.0,84161.0,56226278.0,79.0,266411536.0,1343262.0,"372,100","71,411,756","752,868,970","535,715,103",47.0,51158.0,39.0,"1,537,049",64.0,"260,176","1,269",1148958.0,0,2023,7
LADY GAGA,LADY GAGA,Peso Pluma,QM7282306246,212,105.2,684204777.0,48370.0,25130304.0,78.0,362779953.0,1617493.0,"777,100","112,400,175","1,207,597,707","297,822,969",51.0,4811.0,22.0,"13,901,598",32.0,"21,933,646","13,520",1567605.0,1,2023,6
Woman,Planet Her,Doja Cat,USRC12101532,211,105.2,1606950381.0,217443.0,95985096.0,78.0,641326002.0,7454749.0,"2,148,350","795,146,493","5,944,657,895","3,148,985,028",217.0,414829.0,84.0,"3,363,038",42.0,"64,368,314","44,396",5907933.0,1,2021,6
CUFF IT,RENAISSANCE,Beyoncï¿,USSM12206232,213,104.9,795960535.0,100204.0,68659216.0,73.0,176996169.0,1606296.0,"2,762,888","945,005,125","11,215,597,325","251,341,543",182.0,481547.0,108.0,"3,025,424",142.0,"41,249,326","32,516",3861203.0,1,2022,7
